"FID_site","Area_ha","BASIN_NAME","abate_yr1","abate_yr2","abate_yr3","abate_yr4","abate_yr5","abate_yr6","abate_yr7","abate_yr8","abate_yr9","abate_yr10","abate_yr11","abate_yr12","abate_yr13","abate_yr14","abate_yr15","abate_yr16","abate_yr17","abate_yr18","abate_yr19","abate_yr20","abate_yr21","abate_yr22","abate_yr23","abate_yr24","abate_yr25","abate_CO2eMg_25yrs","FGM_yr","rate_scale","maint_cost_scale","rest_low_cost_scale","rest_high_cost_scale","DCF_25_4_CPlow","NPV_25_4_CPlow_RClow","NPV_25_4_CPlow_RChigh","DCF_25_7_CPlow","NPV_25_7_CPlow_RClow","DCF_25_4_CPhigh","NPV_25_4_CPhigh_RClow","DCF_25_4_CPlow_upperCI","NPV_25_4_CPlow_RClow_upperCI","DCF_25_4_CPlow_lowerCI","NPV_25_4_CPlow_RClow_lowerCI"
235,2.37812087645,"Fitzroy",6.79448541461716,6.79522182605405,6.89599358189169,7.89699937988552,10.8821657164224,15.6978421635734,21.3219639865249,26.800446799024,31.5729585212029,35.4201121444569,38.3306156720283,40.395559940184,41.7439207216806,42.5085410461237,42.8105167675255,42.753566541344,42.4233681034028,41.8891046060657,41.2057958581088,40.4167240770734,39.5556517229084,38.6487252660484,37.7160526068661,36.7729826017706,35.8311292864499,773.080444351233,156.214342036266,0,1783.5906573375,22014.6473447822,182861.164320834,25734.3847716496,3719.73742686745,-157126.779549184,14272.1947508566,-7742.45259392557,75512.3481446427,53497.7007998605,44315.5958132814,22300.9484684992,16349.8815714415,-5664.76577334069
236,5.32334302387,"Fitzroy",12.7758120474887,12.7775127455423,13.0102390727368,15.3220019365577,22.2160645813143,33.3375805575577,46.3261526497085,58.9783801806568,70.0002098130072,78.8849804062213,85.6066137709271,90.3754787310995,93.4894370997158,95.2552818875411,95.9526767077422,95.8211535754721,95.0585800838361,93.8247305745581,92.246669996671,90.4243560361098,88.4357610695162,86.341268802451,84.1873172250277,82.0093536007086,79.8341998484638,1712.49181300063,447.079461219531,-0.083333333,3659.79833024146,45172.4554969133,375217.811942576,56100.2615535015,10927.8060565882,-319117.550389075,31060.8574755683,-14111.598021345,166243.605874703,121071.15037779,88880.1548065104,43707.6993095971,36015.7826173905,-9156.67287952272
237,5.56527287786,"Fitzroy",109.312370123573,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,81.5349944995735,2066.15223811334,1048.33565912446,-0.083333333,3826.12510492007,47225.4070940082,392270.327636318,62262.6386107381,15037.23151673,-330007.68902558,40715.5347281641,-6509.87236584405,198999.655936969,151774.24884296,81463.4733506085,34238.0662566003,57676.2231839427,10450.8160899346
238,2.7904430915,"Fitzroy",55.0059356688012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,41.0782915408012,1040.88493264803,525.638065475214,0,2092.832318625,25831.5803891173,214565.911151004,30618.7846472408,4787.20425812354,-183947.126503763,19813.3807032741,-6018.19968584317,99503.5364357393,73671.956046622,40246.1301833108,14414.5497941935,28319.1447261684,2487.56433705106
239,11.1143353993,"Fitzroy",28.866592910281,28.8702591722376,29.3787865468133,34.4301905454594,49.4943202430369,73.7958051196257,102.176970865386,129.823194334856,153.906855833436,173.320856466459,188.00821310986,198.428600038735,205.232871359561,209.091396626926,210.615265289465,210.327875745035,208.661585986169,205.965516920247,202.517316571502,198.535401224028,194.190147338716,189.613498592183,184.906926053379,180.147885092488,175.394983947774,3765.70131593366,1025.47081555119,-0.166666667,6946.45962178392,85739.3249057623,712180.05606917,127805.993406497,42066.6685007349,-584374.062662672,72634.9448012522,-13104.3801045101,370048.442057683,284309.117151921,168356.558367126,82617.2334613635,88791.5756199618,3052.25071419959
240,2.53107591967,"Fitzroy",6.5115008482793,6.51234713637001,6.6281545947743,7.7785159867142,11.2090856287212,16.7432876003575,23.2065594631744,29.502462170767,34.9870590020523,39.4082291949949,42.7529959245515,45.1260412828848,46.6755849404223,47.5542908405227,47.9013230074692,47.8358754929865,47.4564096243096,46.842431062256,46.0571688749644,45.1503632258945,44.1608141205013,43.1185692270236,42.0467366556325,40.9629553968899,39.8805723647565,856.00933366727,233.531556873542,0,1898.3069397525,23430.5767743748,194622.356768589,27491.6321541241,4061.05537974924,-167130.724614465,15077.2684744597,-8353.30829991514,82554.8376743624,59124.2608999876,36726.245872556,13295.6690981812,18606.8408203907,-4823.73595398411
241,2.58556386605,"Fitzroy",6.61968257095186,6.62054707489319,6.73884722034564,7.9139694608691,11.4183800854198,17.0717024813077,23.674092448288,30.105510737968,35.7081602721977,40.224493538655,43.6412543938126,46.0653781499531,47.648274818246,48.545894343138,48.9003961722268,48.8335399387036,48.4459062916374,47.8187122041715,47.0165477127396,46.090223608401,45.0793750437802,44.0146964454032,42.9197933118451,41.8126843025074,40.7070036157797,873.635066243241,238.558185513676,0,1939.1728995375,23934.9804554391,198812.105664521,28043.2058287,4108.22537326088,-170768.899835821,15373.2989848324,-8561.68147060664,84238.8008563229,60303.8204008838,37476.5891456354,13541.6086901963,18967.1746163923,-4967.80583904676
242,8.19901469107,"Fitzroy",21.4184539008767,21.4211453941486,21.796283813897,25.5226824470952,36.6354250292402,54.5625241195282,75.499185941057,95.8936840602598,113.660095797427,127.981719140796,138.816517889013,146.503591744037,151.523072933153,154.369490144353,155.493641390776,155.281635380992,154.052420714809,152.063542358425,149.519820044786,146.582378511242,143.376903727703,140.000729967244,136.528711993558,133.017988294413,129.511793910806,2781.03343864963,756.486210678911,-0.083333333,5636.82260216038,69574.6309396466,577910.598410359,91950.0240470603,22375.3931074137,-485960.574363299,51411.2661960309,-18163.3647436157,270855.508991895,201280.878052248,121864.007486009,52289.3765463623,63169.2565469189,-6405.37439272767
243,5.49676045695,"Fitzroy",14.2186136903103,14.2204016633485,14.4719008838329,16.9701423385264,24.4203152606396,36.4389494751219,50.4752460804992,64.1480668558045,76.0589735171378,85.660435050577,92.924269666903,98.0778156130676,101.442961756046,103.351248596595,104.104898842207,103.962766382848,103.138679821519,101.805301713767,100.099946715903,98.1306356109495,95.9816304253882,93.7181857226435,91.3904854181116,89.0368361324338,86.6862233774522,1860.93493061163,507.161554974023,-0.083333333,3779.02281552731,46644.0291383391,387441.204179598,61468.2393827889,14824.2102444499,-325972.964796809,34341.7000045774,-12302.3291337617,181177.140251676,134533.111113337,81523.0974994908,34879.0683611517,42173.1172915565,-4470.91184678263
244,1.47955051821,"Fitzroy",4.14827737835788,4.148772078464,4.21646765706367,4.88891467471807,6.89426389869814,10.1292973733945,13.9074212907067,17.5877090931542,20.7937457422242,23.3781533306719,25.3333462185757,26.7205166201126,27.6263067644421,28.1399567930835,28.3428154315326,28.3045579011294,28.0827400502511,27.7238371386536,27.2648098976311,26.7347340809515,26.1562903419608,25.5470431304365,24.9205003577854,24.2869729460194,23.6542628715876,508.931713061606,136.511534590866,0,1109.6628886575,13696.4370523525,113767.274452108,16499.571587254,2803.13453490143,-97267.7028648537,9117.95256015197,-4578.48449220057,49251.7543470033,35555.3172946507,21897.6912543945,8201.25420204194,11305.9415882713,-2390.49546408127
245,9.50239429854,"Waterpark",66.4017582130781,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,18.9734292450782,521.764060094954,707.051207364106,-0.083333333,6532.89608262185,80634.7593307755,669779.79456258,-20784.0896632349,-101418.84899401,-690563.884225815,-20634.4134688816,-101269.172799657,14076.9249361322,-66557.8343946434,12000.2712076296,-68634.4881231459,-28615.1397447992,-109249.899075575
246,4.39389447123,"Waterpark",31.5562106946955,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,9.62537701469555,262.565259047389,326.940096127095,0,3295.4208534225,40674.9876392797,337860.310999581,-9873.74337557976,-50548.7310148594,-347734.054375161,-10005.1347544134,-50680.122393693,7653.37212827244,-33021.6155110072,5285.72737130513,-35389.2602679745,-13494.8167006469,-54169.8043399266
247,6.17018872353,"Waterpark",121.522571795268,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,90.7259194672681,2298.9446390097,1150.69157695486,-0.083333333,4242.00474896942,52358.5600761431,434908.045890417,69697.9406441271,17339.3805679839,-365210.10524629,45614.7174815835,-6743.84259455961,221840.149555721,169481.589479578,90985.8203882545,38627.2603121114,64613.0023388411,12254.442262698
248,22.9919299123,"Waterpark",440.385036249653,327.111489195983,327.123784463267,327.245918227206,327.610141492844,328.19770721083,328.883912194326,329.552347609896,330.13464675466,330.604041990336,330.959155568593,331.211101577598,331.375616486226,331.468908611403,331.505752984879,331.498804428243,331.458516571615,331.393330523746,331.309959309026,331.213683836067,331.108623497906,330.997968452735,330.884172086502,330.769107129225,330.654190621538,8364.6579170743,4235.10796720612,-0.166666667,14369.9561894395,177366.660096056,1473267.9324318,257583.242669382,80216.5825733262,-1215684.68976241,169623.447854644,-7743.21224141199,811000.715192625,633634.055096569,338575.458946714,161208.798850658,237668.482225252,60301.8221291964
249,4.32312769718,"Waterpark",85.2328592798026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,63.6552528238026,1612.95892705106,814.352464126755,0,3242.345772885,40019.8882329096,332418.83204611,47454.3367452198,7434.44851231018,-284964.495300891,30708.7567633391,-9311.13146957048,154198.350061907,114178.461828997,62369.6426852687,22349.7544523591,43891.5859489346,3871.69771602498
250,8.11638177619,"Waterpark",159.481065979958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,118.970590123958,3014.77522895495,1528.89088525885,-0.083333333,5580.01247315972,68873.4302743392,572086.186686996,90879.1722230592,22005.74194872,-481207.014463937,59432.9859079678,-9440.44436637146,290395.46313284,221522.032858501,118881.63590694,50008.2056326004,84190.3520145637,15316.9217402244
251,11.7844109907,"Waterpark",231.5654789917,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,172.7471317997,4377.49664218451,2219.84148563193,-0.166666667,7365.2568662414,90908.4894827179,755116.898904045,135537.676734385,44629.1872516675,-619579.222169659,89580.5034050121,-1327.98607770576,425238.149317841,334329.659835123,176195.274464033,85286.7849813151,125825.982635144,34917.4931524266
252,15.9398867516,"Waterpark",270.051669505339,209.359092782817,209.532030724992,211.249891859505,216.372840437695,224.637191574852,234.288944156882,243.690760528527,251.881035168264,258.483270341261,263.478087456105,267.021810689586,269.335779885845,270.647971624047,271.166202743589,271.068468464372,270.501803351789,269.584935038435,268.412284946557,267.058131206691,265.580414759705,264.024006479929,262.42341423996,260.804978750251,259.188631264508,6329.8436479815,2991.94925511158,-0.166666667,9962.42921576503,122965.078887449,1021389.85667156,202278.398697773,79313.3198103245,-819111.457973789,130584.113149017,7619.03426156846,618755.409443581,495790.330556132,258022.673672403,135057.594784955,178989.172299622,56024.0934121733
253,16.7685439141,"Waterpark",297.496315460177,225.21754294843,225.312147636475,226.251893505381,229.054372510378,233.575337380179,238.855272081791,243.998480643855,248.478922399749,252.090636469482,254.823021908161,256.761594940814,258.027438232377,258.745265034796,259.028760332492,258.975295367659,258.665304537839,258.163737098834,257.522245736479,256.781463866899,255.973087742328,255.121663711674,254.246069104465,253.360713452027,252.476500029925,6269.00308213267,3158.70720260738,-0.166666667,10480.3399421204,129357.589382997,1074488.22767164,193876.783036711,64519.1936537135,-880611.444634933,125969.714720514,-3387.87466248342,607438.747308082,478081.157925085,264559.804852577,135202.21546958,172618.627743158,43261.0383601608
254,5.56592058506,"Calliope",14.6860019037943,14.6878629164094,14.9425269526634,17.47220577697,25.0161301815087,37.186004479425,51.3989310272581,65.243807838044,77.3045989608799,87.0268833613347,94.3821246162037,99.6005217513611,103.008014218751,104.940314558324,105.703448587533,105.559527561801,104.725070860399,103.374913789858,101.648098946593,99.6540064255069,97.4779585895276,95.1860311524237,92.8290395339218,90.4457723974976,88.0655800028631,1891.56537639085,513.542820864447,-0.083333333,3826.57040362023,47230.9033629008,392315.981519089,62603.9685769804,15373.0652140796,-329712.012942109,35030.7989569244,-12200.1044059765,184295.808598325,137064.905235424,82911.158072253,35680.2547093522,43066.0488825207,-4164.85448038012
255,3.11263926077,"Calliope",60.3045255590907,46.1139343653807,46.1261371223315,46.2473519444576,46.6088347722548,47.1919796103049,47.8730215460769,48.5364276132236,49.1143455040672,49.5802089816506,49.9326506639057,50.1827010159281,50.345978104451,50.4385682940454,50.4751354482312,50.4682391729544,50.4282544445927,50.3635588604832,50.2808149358158,50.1852638453279,50.0809939874939,49.9711715175641,49.8582313620613,49.744032160469,49.6299802915245,1240.08234112369,582.065460654808,0,2334.4794455775,28814.2021357911,239340.583976035,38087.6006472495,9273.39851145834,-201252.983328785,24607.1117956239,-4207.09034016721,119978.066941898,91163.8648061065,49037.7662086667,20223.5640728755,34782.0018325106,5967.79969671945
256,3.08425007799,"Fitzroy",7.70875709876397,7.70978834394143,7.85090563520975,9.25267963014102,13.4330036097703,20.1767108142124,28.0525370397338,35.7244154180911,42.4076762304289,47.7950974765306,51.8708662335968,54.7625429670225,56.6507409006161,57.7214888312958,58.1443652164377,58.0646140839,57.6022155799148,56.8540514049328,55.8971694015373,54.7921804943736,53.5863644678912,52.3163359374977,51.0102533133558,49.6896106046003,48.3706717062418,1037.44504244004,284.570106155168,0,2313.1875584925,28551.3989059397,237157.650775004,33216.4370753975,4665.03816945782,-203941.213699606,18171.3034102363,-10380.0954957033,99940.7339040829,71389.3349981432,44469.2846191629,15917.8857132232,22389.8659393342,-6161.53296660548
257,53.0306553883,"Calliope",1046.65181917525,782.357273585175,782.360809836294,782.395936820475,782.500691349261,782.669681569616,782.867041503697,783.059290718912,783.226766216161,783.361769334761,783.463903819473,783.536366201596,783.583682458842,783.610514277493,783.621111115604,783.619112635976,783.607525415074,783.588777206565,783.56479874847,783.537108886907,783.506892403622,783.475066822424,783.442337763501,783.409243844148,783.376192620494,19844.3937143298,9989.44209144596,-0.3125,27343.9316845922,337502.896519269,2803414.09301726,645341.562492315,307838.665973046,-2158072.53052495,434008.68959229,96505.7930730213,1958568.52733251,1621065.63081324,828390.301109501,490887.404590232,601419.822051045,263916.925531776
258,7.37991805688,"Curtis Island",36.9979579759385,7.25111131137505,7.31348037397602,7.93301699671373,9.78057859341465,12.7610687446654,16.241917154375,19.6326275240698,22.5864024175426,24.9674601173888,26.7688118473704,28.0468350122699,28.8813545390045,29.3545888543616,29.5414858922819,29.506238593152,29.3018741174563,28.9712108950697,28.5483014625322,28.0599337954317,27.5270039569618,26.965694366867,26.3884500886144,25.804770746164,25.221844430195,584.354019807192,563.904349151821,-0.083333333,5073.69366594998,62623.9974580717,520176.267657638,-8127.65517015483,-70751.6526282265,-528303.922827793,-11796.3351065455,-74420.3325646172,29919.873051636,-32704.1244064356,20820.3500111459,-41803.6474469258,-18359.2339217586,-80983.2313798302
259,2.0630912423,"Boyne",5.50392696822484,5.50461677988511,5.59901174541733,6.53667435746329,9.33294074285144,13.8438834019784,19.112113385803,24.243920328692,28.7144297067663,32.3181372203012,35.0444654248941,36.9787409706389,38.2417781027837,38.958013605193,39.2408804420001,39.1875339999065,38.8782303670665,38.37777481782,37.7377055327798,36.9985658506917,36.1919817585864,35.3424451902896,34.4687916274977,33.5853986580541,32.7031453868165,702.645106372402,190.352189448866,0,1547.318431725,19098.3673660619,158637.548832361,22655.011935626,3556.64456956412,-135982.536896735,12464.3792137211,-6633.98815234073,67861.5533244816,48763.1859584197,30182.1699931981,11083.8026271363,15412.9950287278,-3685.37233733409
260,9.04557862082,"Boyne",30.5970654727619,20.0143820511695,20.3228563009117,23.3870533068785,32.5250001290263,47.2663546552827,64.4824559861833,81.2527391003717,95.8619613040301,107.638553045552,116.547948188831,122.868986545104,126.996478191911,129.337071336882,130.261454695348,130.087123324936,129.076346896925,127.440903213963,125.349214410725,122.933772468443,120.2979282657,117.521719237429,114.666698042206,111.779849342806,108.896725074545,2357.41064058792,759.328109505793,-0.083333333,6218.83530407514,76758.3444952917,637580.971701348,68510.3812719881,-8247.96322330364,-569070.59042936,35797.4551743058,-40960.8893209859,220373.370735816,143615.026240524,111402.893965,34644.5494697087,41375.4025001702,-35382.9419951216
261,1.09014468225,"Boyne",3.06015982223303,3.0605234542383,3.11028345770181,3.60456929762917,5.07861215825512,7.4565411195748,10.2336716663536,12.938887244456,15.2955019312921,17.1951847940795,18.632359966911,19.6520071198387,20.3178130949319,20.695374343878,20.8444866900701,20.8163652841416,20.6533168656733,20.3895033272772,20.0520928556391,19.6624577418028,19.2372695234432,18.7894390449586,18.3288953701416,17.8632175983314,17.3981406147767,374.366674387629,98.0635459596201,0,817.6085116875,10091.6446141076,83824.6398021526,12182.6145853448,2090.96997123729,-71642.0252168078,6738.90816971001,-3352.73644439755,36275.3646099907,26183.7199958832,16306.5438566988,6214.89924259127,8340.55015426131,-1751.09445984624
262,1.43744870269,"Boyne",4.34205828676719,4.3425388003239,4.40829306809815,5.06145627576228,7.00929796028708,10.1515601545698,13.8213385489957,17.3960864816414,20.5101833942871,23.0204777462052,24.919601431399,26.2669918506546,27.1468065878878,27.6457266388599,27.8427678859963,27.8056074694588,27.5901507045494,27.2415400767608,26.7956763919202,26.2808015963782,25.7189459288041,25.1271701420251,24.5185947801311,23.9032350781049,23.2886692745731,502.155576554441,132.309760209961,0,1078.0865270175,13306.6937762952,110529.93396103,16424.132211418,3117.43843512277,-94105.8017496122,9138.35050979019,-4168.34326650506,48753.6446984656,35446.9509221703,21687.2103805893,8380.5166042941,11376.3423538075,-1930.35142248777
263,3.98801770713,"Boyne",8.0305136206904,8.03171908716747,8.19667710847719,9.83527052569077,14.7218295427715,22.6048365558645,31.8112257847432,40.7792116754044,48.5915603223452,54.8891468245486,59.6534867820328,63.0336910640601,65.2408861722376,66.4925291025894,66.9868473475377,66.8936228468236,66.3531055112906,65.478544493214,64.3600043023675,63.0683356340091,61.6588058449638,60.1742153210268,58.6474796289717,57.1037240329323,55.5619600935441,1188.1992292253,260.753682028911,0,2991.0132803475,36917.7211707891,306651.17508514,37787.386825012,869.665654222867,-268863.788260128,20213.3491581157,-16704.3720126735,114164.601372275,77246.880201486,73916.9150455203,36999.1938747312,21529.7988129234,-15387.9223578658
264,34.7655136279,"Curtis Island",122.339636576278,18.5037361056189,19.1424999728777,25.4875946808153,44.4097259634056,74.9349468973867,110.584676086893,145.31124047921,175.562852340657,199.948879019477,218.397743718602,231.486845674175,240.033726098055,244.880439657486,246.794578971796,246.433587477557,244.340552287003,240.954005978887,236.622703673509,231.620999195806,226.162903300145,220.414151121642,214.502200995203,208.524345012212,202.554201284102,4389.9487725688,1861.17243972003,-0.229166667,20098.8125574383,248077.252861029,2060614.21694469,76282.6105506466,-171794.642310383,-1984331.60639404,21528.9021035947,-226548.350757434,358940.118071591,110862.865210562,198997.102259793,-49080.1506012366,10130.9451142548,-237946.307746774
265,18.8882427009,"Styx",101.63975231202,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,7.36476882402027,278.394204088507,1405.43093863575,-0.166666667,11805.1516833404,145709.583132911,1210313.46117396,-73681.9063086801,-219391.489441591,-1283995.36748264,-62785.1766581383,-208494.759791049,-54516.6299346514,-200226.213067562,-8515.26124617475,-154224.844379086,-89247.9642575333,-234957.547390444
266,6.29954817758,"Styx",33.1348672477345,3.57135473986391,3.58692350572786,3.74157422871948,4.2027684926497,4.94676802365959,5.81566859132416,6.66206861173178,7.39939939423087,7.99376667011322,8.443425878592,8.76245012864898,8.97076557510283,9.08889584590266,9.13554968520539,9.12675114110988,9.07573702384837,8.99319580750696,8.88762779570343,8.76571988900201,8.63268822985818,8.49257232589966,8.34847875386828,8.2027788404292,8.05726689988068,212.039063326314,468.73517434567,-0.083333333,4330.93937366114,53456.2695709054,444025.99509735,-20664.4299877905,-74120.6995586959,-464690.42508514,-18928.8185630811,-72385.0881339866,-6613.75342077422,-60070.0229916796,3181.04372436298,-50275.2258465424,-27080.1731345249,-80536.4427054303
267,14.529277207,"Styx",76.1584345046393,13.3679307764368,13.4485447118962,14.2493148892464,16.637345189889,20.4897205611151,24.9888244011025,29.3714220465575,33.1892671238128,36.2668575786937,38.5951602025372,40.2470445284254,41.3256867343896,41.9373566708045,42.1789268519832,42.1333686316303,41.8692212488271,41.4418288437364,40.8952053692441,40.2639751093315,39.575146869637,38.8496369263791,38.103530907613,37.3491073700597,36.5956571424398,879.528515190427,936.080412417039,-0.166666667,9080.79825074268,112083.212746604,931001.367529134,-20923.938265201,-133007.151011805,-951925.305794335,-24823.6782388221,-136906.890985427,36660.9779373318,-75422.2348092726,40136.0509566307,-71947.1617899737,-39236.5655107668,-151319.778257371
268,3.99662974996,"Styx",21.5544244690987,1.60684413328048,1.60684744235157,1.60688031266651,1.60697833743102,1.60713647118186,1.60732115208575,1.60750105059961,1.60765776693798,1.60778409702664,1.60787967006705,1.60794747723516,1.60799175374547,1.60801686180271,1.60802677786622,1.60802490777528,1.60801406495432,1.60799652119039,1.60797408318474,1.607948172208,1.60791989692776,1.60789011592317,1.60785948948314,1.60782852162248,1.6077975937146,60.1384911403606,297.374187208799,0,2997.47231247,36997.4442360455,307313.382037978,-17953.3237071788,-54950.7679432242,-325266.705745157,-15465.0977107787,-52462.5419468242,-13816.7183395203,-50814.1625755657,-4164.03233918986,-41161.4765752353,-21247.2615695288,-58244.7058055742
269,20.0832473811,"Styx",78.514566285329,25.6267854428649,26.0191779886429,29.9169686954584,41.5408310428803,60.2924695851887,82.1920927636283,103.524615948613,122.108176479589,137.088508931672,148.421643689391,156.462277015032,161.712624349767,164.689959746655,165.865815234128,165.644058214532,164.358307017694,162.277952139546,159.617233797045,156.544687502814,153.191780030463,149.6603224481,146.028612391328,142.356416376975,138.688957999613,3042.34484111695,1494.34891225209,-0.166666667,12552.0296081667,154928.208526025,1286886.50576656,55418.7416909832,-99509.4668350418,-1231467.76407558,18927.8267295996,-136000.381796425,251799.574682793,96871.3661567682,177921.696659903,22993.4881338783,8013.18509444453,-146915.02343158
270,5.94468665723,"Styx",107.376281151781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,77.705144423781,1972.29974732252,1119.80739648581,-0.083333333,4086.9720783318,50445.0102619151,419013.448918888,54721.7912696914,4276.78100777634,-364291.657649196,35131.2230568685,-15313.7872050466,185273.530580785,134828.52031887,75231.6695450959,24786.6592831808,49822.6906108705,-622.3196510446
271,10.675267209,"Styx",193.457064264355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,140.174656640355,3557.64882363287,2010.91163803041,-0.166666667,6672.04200295618,82352.2208755665,684045.615533415,102302.142216034,19949.9213404674,-581743.473317381,66622.6403015398,-15729.5805740267,337790.378278937,255438.157403371,139133.076757125,56780.8558815581,93504.5056210067,11152.2847454403
272,65.2269657299,"Styx",1181.69775967152,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,856.136907007522,21728.983527852,12244.1537149156,-0.3125,33632.6542044797,415123.850607007,3448160.19400543,660210.233008372,245086.382401364,-2787949.96099706,439191.924451574,24068.0738445664,2098498.2741554,1683374.4235484,885250.935715063,470127.085108056,606455.791363829,191331.940756822
273,34.599329612,"Styx",191.705979682769,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,19.0138037867687,648.037270565217,2574.45737866885,-0.229166667,20002.7374232877,246891.408907301,2050764.19288183,-120165.186500367,-367056.595407669,-2170929.37938219,-102871.14820406,-349762.557111362,-75935.7129781656,-322827.121885467,-793.436802645277,-247684.845709947,-148678.969455873,-395570.378363174
274,2.44501411128,"Styx",1.18493521696376,1.03700500627964,1.1475113868315,2.24521507104578,5.51875064114557,10.7996249264054,16.967040997218,22.9747492235214,28.2082890400649,32.4270804940682,35.6187407736958,37.8831601560755,39.3617735671719,40.2002567696153,40.5314035647591,40.4689519054165,40.1068560588427,39.5209823201055,38.7716654514209,37.906368763941,36.9621161957377,35.9675799852564,34.944810470632,33.910639218937,32.8778021901315,687.543309395283,185.324478648975,0,1833.76058346,22633.8887757445,188004.794708731,20460.2866216885,-2173.60215405593,-167544.508087043,10271.7469590175,-12362.1418167269,64462.5857944771,41828.6970187326,29375.0000772887,6741.11130154426,11957.6373656348,-10676.2514101096
