"","FID_site","abate_yr1","abate_yr2","abate_yr3","abate_yr4","abate_yr5","abate_yr6","abate_yr7","abate_yr8","abate_yr9","abate_yr10","abate_yr11","abate_yr12","abate_yr13","abate_yr14","abate_yr15","abate_yr16","abate_yr17","abate_yr18","abate_yr19","abate_yr20","abate_yr21","abate_yr22","abate_yr23","abate_yr24","abate_yr25","abate_CO2eMg_25yrs"
"0",0,5.64348738702132,5.64391643583763,5.70262818363872,6.28583524866127,8.02505604161266,10.8307705863934,14.1075024377638,17.2993819336244,20.0799478003316,22.3213805450825,24.0171012126896,25.2201812432747,26.0057646390394,26.451248547493,26.6271859641791,26.5940055626966,26.4016249968171,26.0903518285146,25.6922417574254,25.2325119152685,24.7308330224478,24.202438563438,23.6590438245877,23.1095913729787,22.5608477904632,492.534878841281
"1",1,17.8942941723518,10.0245526610565,10.1793655472978,11.7171833162107,16.3032125327119,23.7014042560827,32.3415884500196,40.7580314243057,48.089910363889,54.0001870210617,58.4715138107298,61.6438310877615,63.7152807964908,64.8899460419441,65.3538630652847,65.2663719938632,64.7590971847154,63.9383228184397,62.8885743191129,61.6763449711349,60.3535031162641,58.9602168603287,57.527377419494,56.0785648211343,54.6316213899248,1185.16415944161
"2",2,6.84779434621542,6.59622825036755,6.71785312938528,7.92600126638114,11.5289006255435,17.341105249793,24.1290502509652,30.741218548841,36.5013261900725,41.1445874898435,44.6573737510246,47.1496256196676,48.777008367528,49.6998547909318,50.0643196181693,49.9955844422087,49.597056653022,48.9522357636061,48.1275270631256,47.1751693403985,46.1359116631822,45.0413111009841,43.9156365665544,42.7774131197011,41.6406581373536,893.180751344866
"3",3,12.577615949083,12.578996358146,12.7678938115042,14.6442870971631,20.2400050057694,29.2670285948933,39.8094894352441,50.0789487985899,59.025059769348,66.236579664677,71.6923415473423,75.5630959103966,78.0906088599886,79.5238957058179,80.0899515840215,79.9831979346041,79.3642383510237,78.3627571995805,77.0818895469978,75.6027682523906,73.9886813139733,72.2886404973775,70.5403382208926,68.7725460372569,67.0070345482271,1445.17788999431
"4",4,762.122154693449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,563.385098605449,14283.3645212242
"5",5,181.038784441836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,133.820185697836,3392.72324118989
"6",6,18.7890648864595,13.8478467767048,13.9188810369106,14.6244925024568,16.7287436445023,20.1233258959542,24.0877832945589,27.9495793940863,31.3137347240273,34.0256028388033,36.0772239819403,37.5328083094683,38.4832711629538,39.0222539228918,39.2351173566149,39.1949730011679,38.9622153046754,38.5856116425393,38.1039456141981,37.547726961965,36.940754927456,36.3014602224203,35.6440169556186,34.9792445739385,34.3153298398931,776.335008772205
"7",7,35.5402832886919,35.5411028816006,35.6532573272677,36.7673318955858,40.0896881740414,45.4493201259962,51.708715530729,57.806021247245,63.1176127958013,67.3993222730792,70.6385821930179,72.9367725718921,74.4374376615385,75.2884257972601,75.6245112346646,75.5611281865584,75.1936321311451,74.59902081485,73.8385288177671,72.9603273072553,72.0019923873381,70.9926239072078,69.9546010583461,68.9050064296974,67.8567659222118,1559.86201196079
"8",8,8.72432671890975,8.72492221138315,8.80641038379098,9.61586470330872,12.0297925650968,15.9239459349959,20.4718413739693,24.9019671393431,28.7612157433063,31.8721818580205,34.2257343120482,35.895532889411,36.985872686681,37.6041760228375,37.8483659691576,37.8023136818755,37.5353016901117,37.1032743266869,36.5507228642415,35.9126470780184,35.216348677057,34.4829707690953,33.7287734265982,32.9661683640081,32.2045471666419,705.895218556594
"9",9,7.95685663126307,1.03168191472736,1.04745749415718,1.20416257828212,1.67148328994181,2.42536601897466,3.30580895463083,4.16345244853496,4.91057784222416,5.5128406197044,5.96847304565847,6.29173517451245,6.50281785766839,6.62251735641819,6.66979093956905,6.66087551669877,6.60918373419442,6.52554605051376,6.41857568625966,6.29504836995879,6.16024953465981,6.01827234831163,5.87226465503842,5.72462928191633,5.57718437869349,127.146851722512
"10",10,21.385054289986,21.3855055669549,21.4472590518147,22.0606808968269,23.8900072059219,26.8410801538643,30.2875728636193,33.644817188723,36.56943855638,38.926995404054,40.7105679341787,41.9759771109867,42.8022599956467,43.270823525542,43.4558759044018,43.4209764933413,43.2186290789427,42.8912294765468,42.4724941268369,41.9889466101892,41.4612767472978,40.9055072386971,40.3339603160573,39.756041842797,39.178868963706,904.281846543313
"11",11,10.4737047243114,10.4749891092784,10.6507464669403,12.3966139731403,17.6030822253788,26.0021674717412,35.8112730346457,45.3663676652523,53.6901687415392,60.400040468216,65.4762883237739,69.0777850454833,71.4294789914795,72.7630634539279,73.2897433200318,73.1904156742176,72.6145121933838,71.6826961323589,70.4909282703238,69.1146976977036,67.6128899692802,66.0311074913782,64.404420720082,62.759599799696,61.1169009241043,1313.92368188767
"12",12,12461.0410760114,7858.69713367765,7858.69726645413,7858.69858537551,7858.70251861919,7858.70886373594,7858.71627405721,7858.72349248508,7858.72978072816,7858.73484972296,7858.73868459121,7858.74140535383,7858.74318194881,7858.7441894096,7858.74458729165,7858.74451225425,7858.74407718606,7858.74337324253,7858.74247291756,7858.74143323961,7858.740298694,7858.73910373119,7858.73787484528,7858.73663225987,7858.73539127757,201070.56705911
"13",13,31.3151932532677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,24.9109346212677,629.177624163692
"14",14,22.4562460284038,16.9800199798489,16.9825881479886,17.0080987801761,17.0841757425499,17.2069032540424,17.3502339954733,17.4898531268064,17.6114805853078,17.709525293189,17.7836994739191,17.8363245774083,17.870687551151,17.8901738996807,17.8978697507674,17.8964183742858,17.8880032672844,17.8743875623613,17.8569734393117,17.8368639454247,17.8149195169729,17.7918064967402,17.7680373345561,17.7440031960174,17.7200000648168,445.349293384484
"15",15,55.32771970674,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,41.07569749074,1041.1444594845
"16",16,33.8802229521037,33.6872775077005,33.7712013415219,34.6048500513882,37.0909296227334,41.1014782782429,45.7853091923409,50.3478503262866,54.3224509209987,57.5264030470614,59.9503026045707,61.6700110503599,62.7929408357636,63.4297251064313,63.6812138301351,63.6337850513229,63.358792136855,62.9138515818887,62.3447844922512,61.6876367778518,60.9705261890921,60.2152277959956,59.4384876805904,58.6530885404085,57.8687026729399,1344.72704958684
"17",17,1957.76243024824,1957.79936224599,1962.85319774233,2013.05494913478,2162.76494940879,2404.27742842829,2686.33450154669,2961.08758760485,3200.43529915114,3393.37509045929,3539.34065310721,3642.90031179949,3710.52237040863,3748.86908080155,3764.01355860853,3761.15743020024,3744.59754620664,3717.80353230069,3683.5347039303,3643.96172097482,3600.77781500611,3555.29426575017,3508.51951073812,3461.22331521521,3413.98813827752,79196.2487492956
"18",18,309.552130343062,309.557969855765,310.357058407125,318.294721757073,341.966158496518,380.152968719165,424.750498283085,468.193155979224,506.03768341379,536.544410126188,559.623794108778,575.998157244212,586.690237129506,592.753437500694,595.14801066016,594.696413152894,592.078042665622,587.841499989718,582.423075025321,576.165982239888,569.337947396326,562.146303839272,554.750500938702,547.272250332278,539.803647695777,12522.1360553001
"19",19,1162.58362492591,1162.60555635904,1165.60668984712,1195.41813847322,1284.32085318318,1427.73889460903,1595.23364751447,1758.39105303715,1900.52358444544,2015.09756875825,2101.77671343672,2163.27383971639,2203.43003885889,2226.20157481433,2235.19486308792,2233.49880024248,2223.66499729265,2207.7538319072,2187.40387621633,2163.90413934188,2138.26011779775,2111.2504925483,2083.47410691706,2055.38807278611,2027.33827349495,47029.3333496118
"20",20,5.47814595524703,5.47888119619554,5.57949278047287,6.57890753086408,9.55932909793732,14.3673512732733,19.9825338417657,25.4523088855762,30.2172349440663,34.0582737130791,36.9641511439094,39.0258132885909,40.3720309194752,41.1354359189556,41.4369316653677,41.3800719586627,41.0503983542781,40.5169840414894,39.8347613778965,39.0469437861654,38.1872400625393,37.2817551189731,36.3505648953585,35.4089938518812,34.4686375643123,739.213173166333
"21",21,2.64198958462412,2.64237530333115,2.69515768749881,3.21946603307222,4.78304101566259,7.30540337947995,10.2512144968629,13.1207425909364,15.6204960691882,17.6355640692114,19.1600320516995,20.2416117139831,20.9478581832836,21.3483521845212,21.5065214890436,21.4766920126018,21.3037401705098,21.0239028199664,20.665998320437,20.2526970979241,19.8016833052607,19.3266519806609,18.8381352708902,18.3441726233985,17.8508472555352,382.004346709583
"22",22,6.89641152806011,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,0.781442848060108,25.6510398815027
