"","FID_site","abate_yr1","abate_yr2","abate_yr3","abate_yr4","abate_yr5","abate_yr6","abate_yr7","abate_yr8","abate_yr9","abate_yr10","abate_yr11","abate_yr12","abate_yr13","abate_yr14","abate_yr15","abate_yr16","abate_yr17","abate_yr18","abate_yr19","abate_yr20","abate_yr21","abate_yr22","abate_yr23","abate_yr24","abate_yr25","abate_CO2eMg_25yrs"
"0",0,5.17255298698457,5.17288368976752,5.21813760412733,5.66766267471424,7.0082214515313,9.17081361550061,11.6964570878147,14.1566979554835,16.2999059899314,18.0275603227214,19.3345900185505,20.2619015483748,20.8674145001416,21.2107851439544,21.3463944059095,21.3208195745793,21.172536241535,20.9326127197794,20.6257569415476,20.2714057991476,19.8847211150406,19.477444573432,19.0586060973776,18.6350984499108,18.21213718545,400.203117693307
"1",1,13.2958245422549,7.85653443920807,7.97586130918123,9.16118241137611,12.6960077434075,18.3983952076868,25.0580871809198,31.5453236171938,37.1965984310944,41.7521288607558,45.1985437128547,47.6437063890418,49.2403409848483,50.1457509310703,50.5033294742171,50.435892996823,50.0448950853345,49.4122575933286,48.6031311328318,47.6687674807107,46.649145782261,45.5752268603033,44.4708210850476,43.3541034994681,42.2388266328811,916.1206833841
"2",2,6.99612033211126,6.82223946227633,6.90571480692924,7.73490849609862,10.2077024522756,14.1968187261894,18.8556192366934,23.39377813992,27.3471384595593,30.5339686578065,32.9449148902901,34.6554332100368,35.7723620559848,36.4057433499889,36.6558881173524,36.6087127980474,36.3351894463714,35.8926266547938,35.3266006610428,34.6729647455989,33.9596863975386,33.2084243208591,32.4358351064862,31.6546331411856,30.8744390336665,670.397462699103
"3",3,11.0624454389648,11.0635094323878,11.2091080476091,12.6553968098209,16.9684712540638,23.9263317798682,32.0522629244699,39.9677696493738,46.8632642460534,52.4217685653749,56.6269675289981,59.610472415396,61.5586320060737,62.6633826327106,63.0996878900823,63.0174041787422,62.5403217372106,61.7683988434499,60.7811300731075,59.6410511127486,58.3969431647466,57.0865835790799,55.7390249650331,54.3764438959901,53.0156207435863,1148.11239291494
"4",4,677.366645479449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,540.004268477449,13637.4690889382
"5",5,160.901440859836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,128.265056433836,3239.26279527189
"6",6,16.111784472415,12.6965721016094,12.7513239774837,13.2951960649117,14.9171133904915,17.5335937414934,20.5893231707617,23.5659231956005,26.1589510460066,28.2492081413488,29.8305592505824,30.9524963580348,31.6850953043229,32.1005331097564,32.2646042532808,32.2336617368089,32.0542564685592,31.7639774271035,31.392718283696,30.9639953756546,30.4961527121806,30.0033963403148,29.4966513973254,28.9842573100084,28.4725242814075,648.563868911158
"7",7,34.6406782086217,34.6413099354684,34.7277564792927,35.5864642676542,38.1472741929075,42.2783780083752,47.1030026226794,51.8026915444878,55.8967667177734,59.1970281008065,61.6937889109718,63.4651909639383,64.6218754775674,65.277801176554,65.5368495301035,65.4879950650554,65.2047359960938,64.7464207424558,64.1602477703292,63.4833465123051,62.7446799248126,61.9666776259872,61.1665890770131,60.3575812171499,59.5496170884895,1383.48474715689
"8",8,8.07069971885875,8.07115871329176,8.13396826868049,8.75788048089627,10.6184908156151,13.6200312177577,17.1254637490789,20.5401216241709,23.5147580871944,25.9126324378015,27.7267065402575,29.0137559749654,29.85416944683,30.3307460651518,30.5189630972138,30.4834668576572,30.2776590208805,29.9446604296658,29.5187641227527,29.026947270653,28.4902535187869,27.9249795781658,27.3436584077693,26.7558567243697,26.1688133858373,577.744605554302
"9",9,4.8768862012532,0.0903775595859106,0.102537080418297,0.223322421041475,0.583524463325417,1.16460313556277,1.8432320420615,2.5042875663473,3.0801578112018,3.54437066765649,3.8955635984739,4.14472798622963,4.30742656060592,4.39968868987666,4.43612628138967,4.42925444060543,4.389411383872,4.32494502549753,4.24249427442478,4.14728173515726,4.04338132038697,3.93394796722203,3.8214079748913,3.70761339745203,3.5939656306398,79.8305352151791
"10",10,20.8897217299474,20.8900695657735,20.9376679940257,21.4104820505015,22.8204924696836,25.0951241653398,27.7516161242806,30.3393171017395,32.5935604152788,34.4107210292751,35.7854652935103,36.7608189605718,37.3977023152636,37.7588622985408,37.9014972024338,37.8745973907523,37.7186317977479,37.4662783229637,37.1435249666951,36.770815607379,36.3640975708722,35.9357208543211,35.4951832028552,35.0497344796375,34.6048604464256,807.166563355815
