"FID_site","restor_ha","FGM1","FGM2","X","abate_yr1","abate_yr2","abate_yr3","abate_yr4","abate_yr5","abate_yr6","abate_yr7","abate_yr8","abate_yr9","abate_yr10","abate_yr11","abate_yr12","abate_yr13","abate_yr14","abate_yr15","abate_yr16","abate_yr17","abate_yr18","abate_yr19","abate_yr20","abate_yr21","abate_yr22","abate_yr23","abate_yr24","abate_yr25","abate_CO2eMg_25yrs","rate_scale","maint_cost_scale","rest_low_cost_scale","rest_high_cost_scale","DCF_25_4_CPlow_FGM2","NPV_25_4_CPlow_FGM2_RClow","NPV_25_4_CPlow_FGM2_RChigh","DCF_25_7_CPlow_FGM2","NPV_25_7_CPlow_FGM2_RClow","DCF_25_4_CPhigh_FGM2","NPV_25_4_CPhigh_FGM2_RClow","DCF_25_4_CPlow_FGM1","NPV_25_4_CPlow_FGM1_RClow","DCF_25_4_CPlow_FGM2_upper","NPV_25_4_CPlow_FGM2_RClow_upper","DCF_25_4_CPlow_FGM2_lower","NPV_25_4_CPlow_FGM2_RClow_lower","NPV_25_4_CPlow_FGM2_RClow_rank","NPV_25_4_CPhigh_FGM2_RClow_rank","NPV_25_4_CPlow_FGM2_RChigh_rank","NPV_25_4_CPlow_FGM1_RClow_rank","NPV_25_7_CPlow_FGM2_RClow_rank","NPV_25_4_CPlow_FGM2_RClow_upper_rank","NPV_25_4_CPlow_FGM2_RClow_lower_rank"
20,2.23,1322.6576,187.2977,20,8.18302071621014,8.18371114639677,8.27819075209658,9.21669412847969,12.0154678134272,16.5304552533379,21.8034090470206,26.9398174747158,31.4143353786775,35.0212741917438,37.7500469851434,39.686056917944,40.9502265646666,41.667104286633,41.9502247587515,41.8968304830497,41.587249510087,41.0863452224855,40.4457020130706,39.7058995741691,38.8985922505616,38.0482939370052,37.1738570042151,36.2896719318394,35.4066275795912,770.129104921319,0,1672.5,20643.4685742924,171471.686100407,25502.4522491898,4858.98367489735,-145969.233851218,14356.0572380443,-6287.41133624812,75166.5343629126,54523.0657886202,498.244395247553,-20145.2241790448,31830.3631955501,11186.8946212577,19174.5413028294,-1468.92727146296,17,21,18,16,15,19,10
21,1.41,836.2992,118.4259,21,4.56292710420947,4.56336347307958,4.62307690911833,5.21623414048806,6.98512798996127,9.83871117028779,13.1713477404993,16.4176842788903,19.2456897165018,21.5253638166886,23.2500153799124,24.4736213045601,25.2726076337532,25.7256919971052,25.9046311033587,25.8708846070293,25.6752218130231,25.3586379755094,24.9537357002967,24.4861623516418,23.9759242544907,23.4385147936413,22.8858491313608,22.3270224049509,21.7689166417359,471.516963432094,0,1057.5,13052.596721862,108419.317220437,15350.5465565637,2297.9498347017,-93068.7706638732,8528.42128615285,-4524.17543570916,45733.6546181904,32681.0578963284,-459.28890265535,-13511.8856245174,19349.9420108056,6297.34528894356,11351.1511023218,-1701.44561954018,22,32,10,9,9,27,12
22,1.54,913.4048,129.3446,22,4.35124681087391,4.3517229113999,4.41687329277174,5.06403785741219,6.99399058739237,10.1073942835705,13.7434694774703,17.285386968205,20.3708840523531,22.8581238912111,24.7398060473786,26.07482204927,26.9465565785648,27.4408945538044,27.636126176503,27.5993070407829,27.3858290282045,27.0404200362183,26.5986511580831,26.0885049664553,25.5318093745577,24.9454684494691,24.3424822363608,23.7327739904184,23.1238523518162,498.770434170547,0,1155,14256.0276252961,118415.424481896,15952.0790591816,1696.05143388546,-102463.345422714,8738.97107851497,-5517.05654678113,48065.721697914,33809.6940726179,-1315.40080407898,-15571.4284293751,20315.6219464402,6059.59432114412,11588.5361719229,-2667.49145337321,29,31,12,12,12,29,20
23,5.12,3036.7744,430.0288,23,14.4110382234473,14.4126239829949,14.629621935414,16.785148617655,23.2132888963913,33.5831779576507,45.6939416293916,57.4910919597968,67.7680317927946,76.0523417360773,82.3197060460644,86.7662761621125,89.6697834620984,91.316286923341,91.9665496153006,91.8439152286267,91.1328788441791,89.9824167527853,88.5110064558802,86.8118501856227,84.9576507010018,83.0047107874568,80.9963300101494,78.965559995352,76.9374099526651,1659.22263785425,-0.083333333,3520.00000128,43446.9413500346,360885.103314151,54633.5718378994,11186.6304878648,-306251.531476252,30502.2024905277,-12944.738859507,161460.20476512,118013.263415086,-2775.19238281091,-46222.1337328455,69167.3297667109,25720.3884166763,40099.813909088,-3347.12744094663,11,13,29,29,24,13,25
24,1.98,1174.3776,166.3002,24,6.15910378257678,6.15971770058671,6.24372725380985,7.0782274484747,9.56684628958384,13.5814913002766,18.2701062568313,22.8373075484333,26.8159677811517,30.0231924085666,32.4495677254717,34.1710326732288,35.2951094137357,35.9325440928067,36.1842896858881,36.1368124635484,35.8615386726351,35.4161436575177,34.846495325481,34.1886764035543,33.4708333614747,32.7147635102179,31.93723003618,31.151028693079,30.3658416576431,656.857595142754,0,1485,18329.1783753807,152248.402905294,21289.7995698221,2960.62119444142,-130958.603335472,11783.7978933649,-6545.38048201576,63605.0629354332,45275.8845600525,-911.245968655708,-19240.4243440364,26916.4633085404,8587.28493315965,15663.1358311039,-2666.04254427681,20,26,16,15,16,22,19
25,3.24,1921.7088,272.1276,25,2.65147722598738,2.65248230526896,2.79001901218042,4.15622564330398,8.23048180861,14.8030801977792,22.4790722291564,29.9562912042446,36.4699769141808,41.7207025359248,45.6930563696847,48.5113622753137,50.3516507576777,51.3952304848277,51.8073771815245,51.7296495831338,51.2789835666072,50.5498026424887,49.6171997100836,48.5402478064647,47.3650270809753,46.12722312241,44.8542798745325,43.5671459766497,42.2816726581976,889.579718167208,0,2430,29993.2009778957,249133.750208664,25533.8675404143,-4459.33343748139,-223599.882668249,12681.3739244282,-17311.8270534675,82534.9385367443,52541.7375588487,-10795.116068004,-40788.3170458997,34745.5913483717,4752.39037047605,16322.1437324568,-13671.0572454389,41,23,25,25,29,36,38
26,13.5,8007.12,1133.865,26,36.9196177907273,36.9238026527351,37.4964660733963,43.1849588421878,60.148993569122,87.5154091297114,119.476039512453,150.609035870025,177.730155922474,199.592672213758,216.132414843935,227.867032726172,235.529466420999,239.874633247388,241.590693944526,241.267058506586,239.390614403805,236.354514066203,232.471422800003,227.987303797422,223.094021590775,217.940160742003,212.639989965729,207.280733390791,201.928390992573,4350.9456030155,-0.166666667,8437.499996625,104143.058909369,865047.743434063,146940.549026741,42797.4901173719,-718107.194407322,83314.2868386449,-20828.7720707246,427022.997093389,322879.938184019,-4430.2160083348,-108573.274917704,185295.526287082,81152.4673777128,108585.5717664,4442.51285703064,7,8,35,34,32,7,7
27,1.17,693.9504,98.2683,27,3.45815393922478,3.45851617418461,3.50808500364498,4.00047183641531,5.46885154079445,7.83764468685971,10.6041057174227,13.298928070939,15.6464888302798,17.5388732615502,18.9705269208795,19.98625666998,20.649504671104,21.0256153595524,21.1741548278877,21.1461414621797,20.9837194628572,20.7209194752389,20.3848053079833,19.99666714148,19.5731124626728,19.1270025135157,18.6682282111225,18.2043395365311,17.7410493420143,383.172162426315,0,877.5,10830.8781309068,89964.9653531285,12331.4471642316,1500.56903332484,-77633.5181888969,6788.18949612903,-4042.68863477774,37008.4355169616,26177.5573860548,-787.352472141643,-11618.2306030484,15651.392629893,4820.51449898627,9011.5016985702,-1819.37643233658,34,37,6,6,5,35,15
28,1.45,860.024,121.7855,28,3.52807024696952,3.52851979035404,3.59003604867616,4.2011014284492,6.02340036495631,8.96313674104931,12.3963897197228,15.7407371621744,18.6541235719527,21.0026238449286,22.7793447659968,24.0398928626808,24.863001574606,25.3297651137127,25.5141066122839,25.4793412676081,25.2777711725243,24.9516292784879,24.5345025041881,24.0528125394417,23.5271697248202,22.9735352095176,22.4041838892462,21.8284854947202,21.2535298301572,456.437210759225,0,1087.5,13422.8831536879,111495.042531655,14356.0955452148,933.212391526953,-97138.9469864402,7753.68907758386,-5669.19407610403,43719.652185424,30296.7690317361,-1902.24588447852,-15325.1290381664,18476.2376809946,5053.35452730675,10235.953409435,-3186.92974425285,36,33,11,11,13,33,24
29,4.6,2728.352,386.354,29,13.3475844753454,13.3490112798628,13.5442575637367,15.4837162996687,21.2675059052933,30.5979271411819,41.4947193708874,52.1093345625773,61.3561237125188,68.8100222993664,74.4491519665697,78.4500021195995,81.0624646069327,82.5439241258329,83.1290051034715,83.0186634711828,82.3789006982402,81.3437598336451,80.0198423066739,78.4910078463005,76.8226715560393,75.0654924836201,73.2584298869385,71.4312223286572,69.6063721189717,1502.43111306311,0,3450,42582.9396599754,353708.410790078,48275.3329856917,5692.39332571632,-305433.077804386,26533.7709920995,-16049.1686678758,145023.234379009,102440.294719034,-3302.85361885277,-45885.7932788281,61352.2408306226,18769.3011706472,35198.4251407608,-7384.5145192146,15,16,28,28,28,16,36
30,21.34,12657.1808,1792.3466,30,13.2172114758713,13.2238271040975,14.1291205839817,23.1217595899956,49.9393097891865,93.2014366877358,143.726316144987,192.942832505024,235.817184637188,270.378486683526,296.525295824527,315.075935998917,327.189074386494,334.058120068505,336.770950160588,336.259331919827,333.292960137859,328.49334881166,322.354774077784,315.266066209253,307.530533753214,299.38306622816,291.004305034554,282.532138209728,274.070901643194,5749.50428766586,-0.166666667,13337.499994665,164623.176083403,1367416.21073207,175623.601496967,11000.425413564,-1191792.6092351,91511.4743533962,-73111.7017300071,543820.139479668,379196.963396265,-63654.3337510715,-228277.509834475,236256.967593236,71633.7915098331,114990.235400699,-49632.9406827048,12,6,39,40,43,8,42
31,15.83,9389.0896,1329.5617,31,47.1900858425927,47.1949928238579,47.8664722349414,54.5365434085652,74.4278087436028,106.516438715593,143.992038680548,180.497192153264,212.298199627631,237.933204474153,257.326963949764,271.086449924539,280.071075586379,285.166023083242,287.178198795404,286.798718414026,284.598484322574,281.038489405612,276.485350960693,271.227474381804,265.48983140368,259.446645611327,253.231903368169,246.9478797708,240.671963426566,5199.21842910933,-0.166666667,9893.7499960425,122117.379447061,1014348.57618972,177188.913666471,55071.5342194103,-837159.662523249,101161.128907079,-20956.2505399815,512042.457487549,389925.078040489,-307.324148733129,-122424.703595794,222162.237636001,100044.858188941,132215.589696941,10098.21024988,5,5,37,36,33,5,5
