"FID_site","restor_ha","FGM1","FGM2","X","abate_yr1","abate_yr2","abate_yr3","abate_yr4","abate_yr5","abate_yr6","abate_yr7","abate_yr8","abate_yr9","abate_yr10","abate_yr11","abate_yr12","abate_yr13","abate_yr14","abate_yr15","abate_yr16","abate_yr17","abate_yr18","abate_yr19","abate_yr20","abate_yr21","abate_yr22","abate_yr23","abate_yr24","abate_yr25","abate_CO2eMg_25yrs","rate_scale","maint_cost_scale","rest_low_cost_scale","rest_high_cost_scale","DCF_25_4_CPlow_FGM2","NPV_25_4_CPlow_FGM2_RClow","NPV_25_4_CPlow_FGM2_RChigh","DCF_25_7_CPlow_FGM2","NPV_25_7_CPlow_FGM2_RClow","DCF_25_4_CPhigh_FGM2","NPV_25_4_CPhigh_FGM2_RClow","DCF_25_4_CPlow_FGM1","NPV_25_4_CPlow_FGM1_RClow","DCF_25_4_CPlow_FGM2_upper","NPV_25_4_CPlow_FGM2_RClow_upper","DCF_25_4_CPlow_FGM2_lower","NPV_25_4_CPlow_FGM2_RClow_lower","NPV_25_4_CPlow_FGM2_RClow_rank","NPV_25_4_CPhigh_FGM2_RClow_rank","NPV_25_4_CPlow_FGM2_RChigh_rank","NPV_25_4_CPlow_FGM1_RClow_rank","NPV_25_7_CPlow_FGM2_RClow_rank","NPV_25_4_CPlow_FGM2_RClow_upper_rank","NPV_25_4_CPlow_FGM2_RClow_lower_rank"
32,4.03,2390.2736,338.4797,32,12.1530906815562,12.1543403174523,12.325342554927,14.0239755673155,19.0895826765597,27.2614304385872,36.8051503783779,46.1017316586905,54.2003320659521,60.7286680269286,65.6675778559368,69.171635983933,71.4597047849833,72.7572090828058,73.269639610522,73.1729992769206,72.6126768807366,71.706071129092,70.5465465796242,69.2075499633236,67.7463736846536,66.2073863755706,64.6247096599968,63.0243894152401,61.4261338032969,1327.44424845298,0,3022.5,37306.3580064567,309879.32510522,42855.4614111321,5549.10340467544,-267023.863694088,23645.6886872209,-13660.6693192358,128354.604130332,91048.2461238754,-2331.51511415357,-39637.8731206102,54308.5884892324,17002.2304827757,31402.3343330318,-5904.02367342484,16,17,26,24,25,17,33
33,9.36,5551.6032,786.1464,33,26.8871567527948,26.8900566175237,27.2868788907547,31.2286718363623,42.9837562029154,61.9470823752038,84.09393084639,105.667277320728,124.460628045586,139.610073776274,151.071148523433,159.202552722691,164.51217133558,167.523117932491,168.712247676547,168.487987237433,167.187721169109,165.083881122309,162.393125876168,159.285893544151,155.895135030956,152.323810751915,148.651102246236,144.937450736175,141.228590346386,3047.55144891611,-0.083333333,6435.00000234,79426.439655532,659743.079496182,100593.087522592,21166.6478670597,-559149.991973591,56267.1333692637,-23159.3062862683,296827.748219551,217401.308564019,-4357.30956839434,-83783.7492239264,127170.844573318,47744.4049177857,74015.3304718659,-5411.10918366618,8,10,33,32,37,10,31
34,37.2,22064.064,3124.428,34,111.348719146255,111.360250216207,112.938180850612,128.612391354752,175.355502775812,250.76158584122,338.826679500563,424.611290357489,499.341480249328,559.581986201943,605.155992921612,637.489842738725,658.603097793853,670.575875519101,675.30435065269,674.41259774255,669.242198295512,660.87645402238,650.176890467141,637.821240556207,624.33817246057,610.13709967449,595.532880976878,580.765855841128,566.017882195074,12229.1884983521,-0.229166667,21506.2499907,265449.085700384,2204910.58152598,425413.615491806,159964.529791422,-1779496.96603417,245887.579864974,-19561.50583541,1213048.46464547,947599.378945088,8303.06295070695,-257146.022749677,531097.847131925,265648.761431541,319729.383851686,54280.2981513026,3,3,41,41,30,3,3
35,15.24,9039.1488,1280.0076,35,45.0287885380989,45.0335117449024,45.6798431554937,52.1001092712273,71.2464142364004,102.133272614189,138.205350161612,173.343326022701,203.953333835099,228.628265887342,247.295697399967,260.53986815531,269.188004913935,274.09213830683,276.028954752624,275.663686531232,273.545854799557,270.11918750582,265.736571531083,260.675611016352,255.152852137512,249.335993521797,243.354003524516,237.305326872879,231.264453844507,4994.65042028099,-0.166666667,9524.99999619,117565.942057688,976542.78592112,170044.401761484,52478.4597037959,-806498.384159636,97009.9743458494,-20555.9677118388,491706.429354041,374140.487296353,-836.372989224083,-118402.315046912,213333.40130549,95767.4592478023,126755.402217478,9189.46015978945,6,7,36,35,31,6,6
36,8.31,4928.8272,697.9569,36,22.9170342413944,22.9196087286038,23.2719058053134,26.7714123234967,37.2075247551216,54.0430827009815,73.7049578049227,92.8576803471092,109.542334834969,122.991946423645,133.167038402477,140.386063447665,145.09991960431,147.773024809781,148.828728990013,148.629631554081,147.475261031767,145.607481049767,143.21864032357,140.460053064054,137.449752502292,134.27914644421,131.018531913623,127.721568363014,124.428858348004,2681.77118781419,-0.083333333,5713.1250020775,70516.422386482,585733.439168085,88108.2408037451,17591.8184172632,-497625.19836434,49103.8521866901,-21412.5701997919,260749.96928272,190233.546896238,-5068.87456229062,-75585.2969487726,111703.857144108,41187.4347576261,64512.6244633821,-6003.79792309983,9,11,31,31,34,11,34
37,8.26,4899.1712,693.7574,37,6.21794709989282,6.22050797976549,6.57094300607345,10.0519530394756,20.4329058668071,37.1794802260643,56.7374333707983,75.7889250568118,92.3853935515295,105.763917821245,115.885229807683,123.066099019702,127.755040301004,130.414016928775,131.464141231902,131.266096116539,130.117826967858,128.2599190532,125.883704437544,123.139697567291,120.145307814163,116.991459852229,113.748079153535,110.468541555934,107.19323501206,2253.14780183788,-0.083333333,5678.750002065,70092.1358498605,582209.170581033,66863.428352355,-3228.70749750553,-515345.742228678,34108.9063292258,-35983.2295206347,211210.241840978,141118.105991117,-25753.0545505879,-95845.1904004484,90334.3311205979,20242.1952707374,43392.5255841122,-26699.6102657484,39,12,32,33,40,14,40
38,4.62,2740.2144,388.0338,38,13.746551860384,13.747985361394,13.9441480043715,15.8927092985361,21.7036442518367,31.0778564181848,42.0257911053098,52.6902243988798,61.9804119646486,69.4692943047927,75.1348903799818,79.1545179221992,81.7792416097738,83.2676541363819,83.8554811036986,83.7446215995341,83.1018561961215,82.0618570533769,80.7317259183711,79.1957161031185,77.5195497270957,75.7541235986626,73.9385798251395,72.1027965426656,70.2693816726491,1517.89061035711,0,3465,42768.0828758883,355246.273445687,48932.8238655144,6164.74098962609,-306313.449580173,26965.1767964084,-15802.9060794799,146690.313213251,103922.230337363,-2869.61572426721,-45637.6986001555,62071.1062130091,19303.0233371208,35794.5415180198,-6973.54135786853,14,15,30,27,27,15,35
39,31.88,18908.6656,2677.6012,39,89.9554373627193,89.965319235092,91.3175709521114,104.750023307753,144.807837827469,209.429186241419,284.899027255854,358.414544855834,422.456667742025,474.081451387396,513.137368988857,540.846764433565,558.940357889236,569.200764071519,573.25296286839,572.488750312019,568.057832135079,560.888573987203,551.719284239312,541.130765046733,529.576073360369,517.406067505999,504.890574505874,492.235559982615,479.596872165416,10343.4456376599,-0.229166667,18430.62499203,227487.012153985,1889584.65965183,357704.080453742,130217.068299757,-1531880.57919809,205849.601572363,-21637.4105816213,1023658.13266705,796171.12051307,244.82198572491,-227242.19016826,448273.133732279,220786.121578295,267135.027175204,39648.0150212194,4,4,40,39,35,4,4
40,47.89,28404.5168,4022.2811,40,143.028332962437,143.043178158409,145.074619264574,165.253729062264,225.431201950105,322.509624444725,435.885363135124,546.325189177828,642.533461143506,720.08759272577,778.75995043552,820.386819327523,847.568200605484,862.982054862278,869.069533327055,867.921483166482,861.265067641622,850.494938442301,836.720230764904,820.813463651582,803.455248930674,785.17266896152,766.37107557149,747.359883810296,728.373219096399,15735.8861306199,-0.229166667,27686.4062380275,341730.019198693,2838526.01476557,547283.065048549,205553.045849856,-2291242.94971702,316276.347425306,-25453.6717733869,1560757.35047724,1219027.33127855,10309.2918981932,-331420.7273005,683341.829449289,341611.810250596,411224.300647809,69494.2814491158,1,1,43,43,39,1,1
41,2.15,1275.208,180.5785,41,5.92492547318966,5.92559122458028,6.01669374312306,6.92165117405327,9.62038525154398,13.9739885918433,19.0584654713349,24.0112776741521,28.3258580250782,31.8038701067976,34.4351054106321,36.301914437782,37.5208974958579,38.212151078836,38.4851516684337,38.4336659223177,38.1351506382951,37.6521507166574,37.0344067132535,36.3210478363953,35.5425969752396,34.7226917977795,33.879510813969,33.0269301289132,32.1754493899864,693.461527760045,0,1612.5,19902.8957106407,165320.235477971,22125.0286627141,2222.13295207345,-143195.206815257,12093.9791580987,-7808.91655254191,66767.2588703596,46864.3631597189,-1982.1672502795,-21885.0629609202,28226.7542156286,8323.85850498794,16023.3031097996,-3879.59260084105,24,25,17,18,18,24,28
42,1.27,753.2624,106.6673,42,2.94033340328514,2.9407276383769,2.9946754186798,3.53056010604303,5.12865767169984,7.70671193721561,10.7175643926413,13.650449551833,16.2053957442555,18.2649549603636,19.8230820721826,20.9285422161506,21.6503820869019,22.0597187004729,22.2213802666487,22.1908921773552,22.0141216860767,21.7281057331084,21.3622989660494,20.9398723571978,20.4789005124456,19.9933808463558,19.4940780477309,18.9892090690945,18.4849914407509,396.438987002916,0,952.5,11756.5942104715,97654.2786311737,12405.7303672722,649.136156800765,-85248.5482639015,6670.35576702099,-5086.23844345047,37902.8016551595,26146.207444688,-1834.33419528679,-13590.9284057582,16018.9625244343,4262.36831396287,8792.49821011013,-2964.09600036133,37,38,8,10,10,39,22
